Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Measles,Measles,U.S. (Texas),32.72541,-97.32085,8/2013,16,0,Clst,"God Discussion. ""Measles outbreak at Copeland church reveals that majority of victims were never vaccinated."" September 10 2013.""",http://www.goddiscussion.com/114130/measles-outbreak-at-copeland-church-reveals-that-majority-of-victims-were-never-vaccinated/
Measles,Measles,U.S. (Utah),39.32098,-111.09373,3/2011-4/2011,4,0,Clst,"Zoler Mitchel. ""Measles Called 'Eliminated' in U.S. Despite Outbreak."" Skin and Allergy News November 11 2012.",http://www.skinandallergynews.com/news/medical-dermatology/single-article/measles-called-eliminated-in-us-despite-outbreak/12550505d6.html
Measles,Measles,Ukraine (Donetsk Region),48.015883,37.80285,1/2010-12/2010,20,0,Clst,"Spika JS. ""Measles outbreak in the Ukraine 2005-2006."" Eurosurveillance 11 no. 10 (2006).",http://www.eurosurveillance.org/ViewArticle.aspx?PublicationTypeW&Volume11&Issue10&OrderNumber1
Measles,Measles,Zambia,-13.09051,27.8421,1/2009-12/2009,26,0,Clst,"William j. Moss Diane E. Griffin. ""Measles."" The Lancet.January 14 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Zambia,-13.1339,27.84933,09/2011,10,0,Clst,"all Africa ""Zambia: Ten Treated for Measles"" September 12 2011.",http://allafrica.com/stories/201109121255.html
Measles,Measles,Zambia,-13.09954,27.85858,1/2008-12/2008,111,0,Clst,"William j. Moss Diane E. Griffin. ""Measles."" The Lancet. January 14 2012.",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Zambia (Eastern Province),-13.805619,31.992808,9/2010,6,0,Clst,"Miti  Christopher. ""Eastern Province records 6 deaths from measles."" The Post Newspapers Zambia September 9 2010.",http://www.postzambia.com/post-read_article.php?articleId13570
Measles,Measles,Zambia (Kitwe),-12.80383,28.21314,10/2012,53,0,Clst,"Stanslous Ngosa ""Mpelembe records new measles cases"" Times of Zambia October 23 2012.",http://www.times.co.zm/?p16701
Measles,Measles,Netherlands,51.49403,3.84968,5/2013-10/2013,2016,1,Epd,"Dutch News ""Measles Kills Teenage Girl in Zeeland."" October 28 2013.",http://www.dutchnews.nl/news/archives/2013/10/measles_kills_teenage_girl_in.php
Measles,Measles,Niger,17.607789,8.081666,1/2010-4/2010,352,1,Epd,"UNICEF ""Measles outbreaks threaten progress in child mortality in west and central Africa"" April 22 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Russia,48.7,44.51667,2/2012,100,1,Epd,"LifeNews. ""A measles outbreak in southern Russia has affected 100 people and caused one death."" February 6 2012.",http://www.lifenews.ru/news/81474
Measles,Measles,Sierra Leone,8.460555,-11.779889,1/2010-4/2010,351,1,Epd,"UNICEF ""Measles outbreaks threaten progress in child mortality in west and central Africa"" April 22 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,U.K. (Wales Swansea Bay),51.65849,-3.97441,12/2012-7/2013,1219,1,Epd,"South Wales Evening Post. ""City's measles outbreak over after eight months."" July 4 2013. ",http://www.thisissouthwales.co.uk/City-s-measles-outbreak-months/story-19474122-detail/story.html#axzz2YCSSA4M3
Measles,Measles,U.K. (Wales),52.13066,-3.78371,11/2012-5/2013,1257,1,Epd,"""Swansea measles: Cases rise by 20 to 1094"" BBC News May 14 2013.",http://www.bbc.co.uk/news/uk-wales-22527480
Measles,Measles,Uganda (Kiruhura),-0.1964,30.84425,3/2012,38,1,Epd,"Mukombozi Rajab. ""Kiruhura 19th district to file measles cases."" Daily Monitor March 26 2012.",http://www.monitor.co.ug/News/National/-/688334/1373326/-/awqs8tz/-/
Measles,Measles,Cameroon,8.369722,12.354722,12/2008,160,2,Epd,"Mforgham Solomon. Africa News (Amsterdam) ""Cameroon: Measles outbreak strikes"" January 9 2009.",http://www.africanews.com/site/list_messages/22574
Measles,Measles,DR Congo (Kasumbalesa),-12.1975,27.79778,8/2013-9/2013,60,2,Epd,"Radio Okapi. ""Kasumbalesa: 60 cas de rougeole dont 2 deces en 40 jours"" September 10 2013.",http://radiookapi.net/actualite/2013/09/10/kasumbalesa-60-cas-de-rougeole-dont-2-deces-en-40-jours/
Measles,Measles,Guinea,9.945587,-9.696645,1/2010-4/2010,1013,2,Epd,"UNICEF ""Measles outbreaks threaten progress in child mortality in west and central Africa"" April 22 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Pakistan (North Waziristan),32.66748,67.8721,9/2012,25,2,Epd,"""Fatal Outbreak: Measles Kills Two Infants in North Waziristan"" The Express Tribune August 30 2012.",http://tribune.com.pk/story/428117/fatal-outbreak-measles-kills-2-infants-in-north-waziristan/
Measles,Measles,Bangladesh (Bandarban),22.2,92.216667,5/2011,100,3,Epd,Measles Surveillance in South East Asia Region. World Health Organization (2009): 24.,http://www.measlesinitiative.org/mi-files/Tools/Presentations/Global%20Measles%20Management%20Meeting/SEARO_Measles_surveillance.pdf
Measles,Measles,Cote d'Ivoire,8.39989,-5.54708,1/2010-4/2010,491,3,Epd,"UNICEF ""Measles outbreaks threaten progress in child mortality in west and central Africa"" April 22 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,DR Congo (Faradje),3.73635,29.71365,9/2011-12/2011,210,3,Epd,"Bompolonga Jean-Rene. ""Measles reached a sixth province in the DRC."" AllVoices January 12 2012.",http://www.allvoices.com/contributed-news/11280955-measles-reached-a-sixth-province-in-the-drc
Measles,Measles,Ethiopia,9.145,41.486615,8/2011,47,3,Epd,"Bigongiari Jeffery. ""U.N. planning measles vaccination campaign in Ethiopia."" Vaccine News Daily  August 9 2011.",http://vaccinenewsdaily.com/news/258449-un-planning-measles-vaccination-campaign-in-ethiopia
Measles,Measles,Kenya (Pokot),1.58887,35.285,9/2012,500,3,Epd,"Osinde Obare. ""Measles outbreak claims 3 children in Pokot."" Rift Valley. September 20 2012.",http://www.standardmedia.co.ke/?articleID2000066499&pageNo2
Measles,Measles,DR Congo (Orientale Province),1.64063,26.41939,1/2013-6/2013,356,4,Epd,"Radio Okapi. ""Congo - Kinshasa: Eastern Province - 356 measles cases and 4 deaths January Isiro."" June 26 2013.  ",http://healthmap.org/ln.php?1793833&trtoen&trfrfr&u3409
Measles,Measles,South Sudan (Unity State),8.927721,29.788925,1/2011,91,4,Epd,"Taban Kuich Bonifacio. ""Measles kills four and affect 91 children in Unity state."" Sudan Tribune January 20 2011.",http://www.allvoices.com/s/event-7940444/aHR0cDovL3N1ZGFudHJpYnVuZS5jb20vTWVhc2xlcy1raWxscy1mb3VyLWFuZC1hZmZlY3QtOTEsMzc2ODk
Measles,Measles,Nigeria (Ambursa/Kardi),11.67812,4.06955,12/2012,192,5,Epd,"Chidi Okoye. ""Measles Kills 5 in Kebbi."" Daily Times. December 6 2012.",http://dailytimes.com.ng/article/measles-kills-5-kebbi
Measles,Measles,Philippines,14.879721,121.774017,1/2011-3/2011,2000,5,Epd,"Aragones Sol . ""Over 2000 measles cases in Jan-March."" abc-cbnNEWS.com April 5 2011.",http://www.abs-cbnnews.com/lifestyle/04/05/11/over-2000-measles-cases-jan-march
Measles,Measles,Cameroon,7.369722,11.354722,1/2010-4/2010,1338,6,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,DR Congo (Katanga),-4.35808,15.301145,7/2011,230,6,Epd,"LePotentiel. ""La rougeole tue 6 personnes Kongolo. L administrateur.""",http://www.lepotentiel.com/afficher_article.php?id_edition&id_article112251
Measles,Measles,France,47.227638,3.9453631,1/2011-7/2011,464,6,Epd,"MesVaccines.net ""l'pidmie de rougeole en rgression"" June 29 2011.",http://www.mesvaccins.net/home/news.php?id_news1613
Measles,Measles,Uganda (Hoima),1.43194,31.3525,1/2013-2/2013,159,6,Epd,"Mugerwa Francis ""Measles claims two-year-old in Hoima death toll rises to 6"" Daily Monitor February 18 2013.",http://www.monitor.co.ug/News/National/Measles-claims-two-year-old-in-Hoima--death-toll-rises-to-6-/-/688334/1697026/-/w8cb1tz/-/index.html
Measles,Measles,Nigeria (Yobe),12.187141,11.706829,1/2011-5/2011,3022,8,Epd,"Matazu  Kabir . ""Nigeria: Measles Meningitis Kill 41 in Yobe."" all Africa May 23 2011.",http://allafrica.com/stories/201105230763.html
Measles,Measles,DR Congo (Orientale Province),1.85,29.96667,5/2013-8/2013,500,9,Epd,"Radio Okapi. ""Ituri: 500 cas de rougeole enregistrs dans la zone de sant de Nizi depuis mai."" July 31 2013.",http://radiookapi.net/actualite/2013/07/31/ituri-500-cas-de-rougeole-enregistres-dans-la-zone-de-sante-de-nizi-depuis-mai/
Measles,Measles,Mauritania,21.00789,-10.94084,1/2010-4/2010,863,9,Epd,"UNICEF ""Measles outbreaks threaten progress in child mortality in west and central Africa"" April 22 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Burkina Faso,13.238333,-1.161593,1/2010-4/2010,1258,10,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Equatorial Guinea,1.650801,10.267895,11/2008,300,10,Epd,"Terra ""Diez ninos mueren en distintos hospitales por una epidemia de sarampion"" October 11 2008.",http://terranoticias.terra.es/sociedad/articulo/ninos-mueren-distintos-hospitales-epidemia-2876425.htm
Measles,Measles,DR Congo (Tshuapa District),-0.55824,21.85686,1/2013,100,11,Epd,"Ntambwe Stanislas ""Plus de 100 cas de rougeole dont 11 dcs enregistrs au 13 janvier  Djolu"" Le Potentiel January 23 2013.",http://www.lepotentielonline.com/110-online-depeches/4908-plus-de-100-cas-de-rougeole-dont-11-deces-enregistres-au-13-janvier-a-djolu
Measles,Measles,Pakistan (Dadu),26.724409,67.769547,11/2010,11,11,Epd,"The Muslim News ""PAKISTAN: Measles takes toll on flood victims"" November 24 2010.",http://www.muslimnews.co.uk/news/news.php?article19136
Measles,Measles,DR Congo,-4.038333,21.758664,1/2010-4/2010,3976,13,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Pakistan (North Waziristan),32.32024,70.27506,5/2012,70,13,Epd,"Pakistan Miranshah. ""Measles outbreak kills 12 children in Pakistan tribal area."" Al Arabiyah News May 14 2012.",http://english.alarabiya.net/articles/2012/05/14/214084.html
Measles,Measles,DR Congo (Maniema),-4.123891,24.739923,3/2011-5/2011,3000,15,Epd,"Chaco Emmanuel. ""DR CONGO: Measles Claims Lives as Public Private Resources Stretched Thin."" IPS Africa.",http://www.ips.org/africa/2011/05/dr-congo-measles-claims-lives-as-public-private-resources-stretched-thin/
Measles,Measles,Somalia (Leego),2.716667,44.516667,11/2010,30,19,Epd,"Net News Publisher ""Measles Outbreak Kills Nearly 19 Children in Southern Somalia"" November 10 2010.",http://www.netnewspublisher.com/measles-outbreak-kills-nearly-19-children-in-southern-somalia/
Measles,Measles,Afghanistan (Ghor),35.16713,63.76954,2/2012,6000,20,Epd,"Los Angeles Times. ""Measles outbreak kills at least 20 Afghan children."" February 21 2012.",http://latimesblogs.latimes.com/world_now/2012/02/measles-outbreak-kills-at-least-20-afghan-children.html
Measles,Measles,Pakistan (Sindh),25.81473,68.57666,3/2013,20,20,Epd,"Central Asia Online. ""Measeles kills 20 more children in Sindh."" March 20 2013.",http://centralasiaonline.com/en_GB/articles/caii/newsbriefs/2013/03/20/newsbrief-04
Measles,Measles,Tanzania,-6.369028,33.5646,4/2011-6/2011,650,20,Epd,"Nkwame Marc. ""Measles outbreak claim 20 children ."" Daily News June 29 2011.",http://www.dailynews.co.tz/home/?n21265&cathome
Measles,Measles,DR Congo (Likouala),2.04392,17.66889,9/2012,22,22,Epd,"Actualite information Afrique - Afriquejet. ""Health: Measles epidemic kills 22 in Congo""September 22 2012.",http://www.afriquejet.com/health-2012092245640.html
Measles,Measles,Nigeria,8.000042,5.675277,1/2010-12/2010,14028,26,Epd,"William j. Moss Diane E. Griffin. ""Measles."" The Lancet.January 14 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Pakistan (Sindh),25.8943,68.52471,1/2012-5/2012,737,27,Epd,"The News ""WHO reports 27 measles deaths in Sindh"" May 31 2012.",http://www.thenews.com.pk/article-52364-WHO-reports-27-measles-deaths-in-Sindh
Measles,Measles,Liberia,6.428055,-9.429499,1/2010-4/2010,1341,34,Epd,"UNICEF ""Measles outbreaks threaten progress in child mortality in west and central Africa"" April 22 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Nigeria (Northern),11.58767,8.41553,1/2013-4/2013,3588,36,Epd,Odemwingie Edegbe and Jonathan Nda-isaiah. The Leadership April 18 2013.,http://leadership.ng/nga/articles/52286/2013/04/18/measles_outbreak_senate_blames_suspicion_vaccine_rejection.html
Measles,Measles,Nigeria (Kaduna),10.51667,7.43333,1/2013-9/2013,1000,40,Epd,"BAKU-APA. ""40 children killed in measles outbreak in Nigeria's Kaduna State."" September 202013",http://en.apa.az/news/199880
Measles,Measles,DR Congo (Katanga),-8.88511,26.41939,1/2013-7/2013,3000,48,Epd,"Radio Okapi. ""Katanga: la rougeole a fait 48 dcs depuis janvier selon Ocha."" July 19 2013.",http://radiookapi.net/actualite/2013/07/19/katanga-la-rougeole-fait-48-deces-depuis-janvier-selon-ocha/
Measles,Measles,Zambia,-13.133897,27.55532,6/2010,3000,62,Epd,"Silwamba Chibaula . ""Zambia's measles outbreak hits 3000 leaves 62 dead."" The Post Newspapers Zambia July 9 2010.",http://www.postzambia.com/post-read_article.php?articleId11347
Measles,Measles,Chad,16.454242,18.732207,1/2011-7/2011,5311,63,Epd,"IRIN. ""Hungry Chadian families struggle without Libya remittances."" AlertNet (London) June 29 2011.",http://www.trust.org/alertnet/news/chad-the-libya-fallout
Measles,Measles,Philippines,14.60905,121.02226,1/2013-12/2013,1724,75,Epd,"GMA News. ""San Lazaro Hospital fills up with measles cases as outbreak continues."" January 3 2014.",http://www.gmanetwork.com/news/story/342340/news/metromanila/san-lazaro-hospital-fills-up-with-measles-cases-as-outbreak-continues
Measles,Measles,Chad,15.454166,19.17513,1/2010-4/2010,5832,79,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Malawi,-13.254308,34.301525,6/2010,17496,82,epd,"Lilongwe. ""Measles outbreak kills 82 infects thousands in Malawi."" Reuters June 25 2010.",http://www.reuters.com/article/idUSTRE65O52F20100625
Measles,Measles,Nigeria,11.7383,6.02051,1/2012-8/2012,471,102,Epd,"Nigeria Centre for Disease Control. ""Federal Ministry of Health - Nigeria Weekly Epidemiology Report."" August 3 2012.",http://no_source
Measles,Measles,DR Congo (Kasai Orientale),-6.34831,23.57285,1/2012-7/2012,5516,105,Epd,"Radio Okapi ""Kasa-Oriental: 5 500 cas de rougeole diagnostiqus dont 100 morts  Kabinda et Sankuru"" June 27 2012.",http://radiookapi.net/actualite/2012/06/27/kasai-oriental-5-500-cas-de-rougeole-diagnostiques-dont-100-morts-kabinda-sankuru/
Measles,Measles,DR Congo (Kinshasa),-3.9241,15.29866,3/2011,106,106,Epd,"The Associated Press. ""Congo says measles outbreak leaves 106 children dead."" CTV News November 16 2008.",http://www.ctv.ca/CTVNews/Health/20110329/congo-measles-outbreak-110329/
Measles,Measles,DR Congo,-0.228021,15.827659,05/2011,16000,107,Epd,"Afrique En Ligne ""Sant: MSF dplore les ravages d'une pidmie de rougeole en RD Congo"" May 13 2011.",http://www.afriquejet.com/actualites/sante/sante:-msf-deplore-les-ravages-d%27une-epidemie-de-rougeole-en-rd-congo-2011051311726.html
Measles,Measles,Pakistan,27.91677,67.0166,1/2013-4/2013,25401,146,Epd,"Wasif Sherish ""Measles outbreak: The epidemic isnt near; its already here"" The Express Tribune Feburary 24 2013.",http://tribune.com.pk/story/539790/measles-outbreak-the-epidemic-isnt-near-its-already-here/
Measles,Measles,Burkina Faso,11.938333,-1.761593,4/2009,19000,150,Epd,"IRIN (OUAGADOUGOU) ""BURKINA FASO: Largest measles outbreak in more than 10 years"" April 9 2009.",http://www.irinnews.org/Report.aspx?ReportId83876
Measles,Measles,Yemen (Sana'a),15.35203,44.20746,06/2011-03/2012,3800,150,Epd,"McGuire Michael. ""Measles outbreak in Yemen."" United Nations Examiner March 30 2012.",http://www.examiner.com/united-nations-in-national/measles-outbreak-yemen
Measles,Measles,Malawi,-13.254308,36.301525,1/2010-8/2010,77000,197,Epd,"Lilongwe. ""Measles kills 197 people in Malawi since January."" Reuters August 15 2010.",http://www.reuters.com/article/idUSTRE67E0ZK20100815
Measles,Measles,Nigeria,8.9719,4.57031,12/2013-8/2013,36428,198,Epd,"""Responding to a Measles Outbreak in Nigeria."" Doctors Without Borders. August 13 2013.",http://www.doctorswithoutborders.org/news/article.cfm?id6984&catfield-news
Measles,Measles,Nigeria (Kano),12,8.51667,1/2012-9/2013,8000,200,Epd,"Leadership. ""Kano records 200 deaths from measles."" September 24 2013.",http://leadership.ng/news/240913/kano-records-200-deaths-measles
Measles,Measles,Zimbabwe,-19.015438,29.154857,9/2009,3285,200,Epd,"Zim Online ""WHO says Zim measles outbreak spreading"" April 16 2010.",http://www.zimonline.co.za/Article.aspx?ArticleId5946
Measles,Measles,Pakistan (Sindh),25.82462,67.8186,12/2012-1/2013,246,246,Epd,"Dunya News ""Death toll continues to rise as 13 more die of measles"" January 3 2013.",http://dunyanews.tv/index.php/en/Pakistan/152030-Death-toll-continues-to-rise-as-13-more-die-of-measles
Measles,Measles,Zimbabwe,-6.846813,39.271016,10/2010,500,500,Epd,"World Health Organization  ""Zimbabwe Measles Immunization and Child Health Days campaign 2010"" October 1 2010.",http://www.who.int/hac/crises/zwe/sitreps/24may_2june2010/en/index.html
Measles,Measles,Afghanistan,33.92513,66.26953,1/2011-12/2011,3013,0,Epd,"World Health Organization ""WHO: Measles deaths decline but elimination progress stalls in some regions"" January 17 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Algeria (Adrar),26.41813,12.56738,1/2013,87,0,Epd,"Sad Bentouba ""87 cas enregistrs  Adrar : Alerte  la rougeole"" Le Quotidien D'Oran January 29 2013.",http://www.lequotidien-oran.com/index.php?news5178597&archive_date2013-01-29
Measles,Measles,Angola,-11.12097,17.80746,1/2010-12/2010,1679,0,Epd,William j. Moss Diane E. Griffin. Measles. The Lancet. January 14 2012,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Angola,-11.24054,17.84369,1/2009-12/2009,2657,0,Epd,William j. Moss Diane E. Griffin. Measles. The Lancet. January 14 2012,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Angola (Cunene),-16.4905382,14.6223476,9/2009,99,0,Epd,"Ondjiva. ""99 cases of measles recorded in Cunene province."" Agency Angola Express (Menongue) August 25 2009.",http://www.portalangop.co.ao/motix/en_us/noticias/saude/2009/7/35/cases-measles-recorded-Cunene-provinceb0a0f63c-fa78-4119-a6cb-9c1f1665c83a.html
Measles,Measles,Angola (Kuando Kubango),-16.41808,18.80762,9/2012-10/2012,320,0,Epd,Measles outbreak kills 10 in less than a month in Kuando Kubango.Agency Angola Press. October 11 2012.,http://www.portalangop.co.ao/motix/en_us/noticias/saude/2012/9/41/Measles-outbreak-kills-less-than-month-Kuando-Kubangoe9fbf016-3095-4104-9544-9faf68a81c75.html
Measles,Measles,Australia,-23.99618,122.8767,10/2013-12/2013,27,0,Epd,"Natahadibrata Nadya. ""Govt plays down measles outbreak."" The Jakarta Post. December 12 2013.",http://www.thejakartapost.com/news/2013/12/12/govt-plays-down-measles-outbreak.html
Measles,Measles,Australia,-22.73591,140.018765,1/2012-11/2012,89,0,Epd,"Lawrence Machado ""Measles cases prompt health warning in The Hills western Sydney"" Rouse Hill Times November 12 2012.",http://rouse-hill-times.whereilive.com.au/news/story/measles-cases-prompt-health-warning-in-the-hills-western-sydney/
Measles,Measles,Belgium,50.54529,4.30801,11/2011-10/2012,56,0,Epd,"European Centre for Disease Prevention and Control ""Measles and rubella monitoring December 2012"" December 21 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,Belgium,50.503887,4.469936,1/2011-12/2011,192,0,Epd,"Sabbe M. ""Measles resurgence in Belgium from January to mid-April 2011: a preliminary report."" Eurosurveillance 16 no. 16 (2011). + ""Measles and rubella monitoring"" Surveillance Report October 2012.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId19848 http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monitoring-oct-2012.pdf
Measles,Measles,Benin,9.30769,2.315834,1/2010-4/2010,85,0,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Benin,9.61429,2.35794,1/2009-12/2009,1001,0,Epd,"William j. Moss Diane E. Griffin. ""Measles."" The Lancet. January 14 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Bosnia,43.73935,18.3252,5/2009,161,0,Epd,Global Family Doctor - Wonca Online. Global Family Doctor - Wonca Online. .,http://www.globalfamilydoctor.com/index.asp?PageID10108
Measles,Measles,Botswana,-22.32847,24.68487,1/2010-12/2010,1412,0,Epd,"William j. Moss Diane E. Griffin. ""Measles."" The Lancet.January 14 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Brazil,-8.81372,-36.95411,1/2013-12/2013,138,0,Epd,"Banholzer Marlia. ""Pernambuco em alerta com aumento de casos de sarampo em todo o Estado."" NE10. January 10 2014.",http://ne10.uol.com.br/canal/cotidiano/grande-recife/noticia/2014/01/10/pernambuco-em-alerta-com-aumento-de-casos-de-sarampo-em-todo-o-estado-464518.php
Measles,Measles,Brazil (Sao Paolo),-23.54894,-46.63882,1/2011-12/2011,27,0,Epd,"Centre for Epidemiological Surveillance ""Caso confirmado de Sarampo Gentipo D8 residente em Bauru e histrico de deslocamento internacional"" January 21 2013.",http://www.cve.saude.sp.gov.br/htm/resp/pdf/alerta_sarampo_21jan13.pdf
Measles,Measles,Bulgaria,40.733883,24.48583,1/2011-4/2011,131,0,Epd,"Marinova L. ""An update on an ongoing measles outbreak in Bulgaria April-November 2009."" Eurosurveillance 14 no. 50 (2011). + ""Measles and rubella monitoring"" Surveillance Report October 2012.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId19442 http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monitoring-oct-2012.pdf
Measles,Measles,Bulgaria,42.733883,25.48583,4/2009-11/2009,958,0,Epd,"Marinova L. ""An update on an ongoing measles outbreak in Bulgaria April-November 2009."" Eurosurveillance 14 no. 50 (2011).",http://www.eurosurveillance.org/viewarticle.aspx?articleid19442
Measles,Measles,Burkina Faso ,12.938333,-1.61593,2/2009,400,0,Epd,"IRIN (OUAGADOUGOU) ""In Brief: Measles outbreak in Burkina Faso"" February 11 2009.",http://www.irinnews.org/Report.aspx?ReportId82859
Measles,Measles,Cameroon,4.04749,9.70637,1/2013-2/2013,111,0,Epd,"Djouokep Blaise ""Sant 73 : personnes tues par la rougeole en 2012"" Le Quotidien Mutations http://quotidien.mutations-multimedia.com/201302271792/1792-Sante-73-personnes-tuees-par-la-rougeole-en-2012.html February 27 2013.",http://quotidien.mutations-multimedia.com/201302271792/1792-Sante-73-personnes-tuees-par-la-rougeole-en-2012.html
Measles,Measles,Cameroon,4.54357,12.91992,1/2009-12/2009,1305,0,Epd,"William j. Moss Diane E. Griffin. ""Measles."" The Lancet.January 14 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Canada (British Columbia),53.726668,-127.647621,3/2010,44,0,Epd,"CBC News (Vancover ) ""Measles outbreak spreads north in B.C."" April 16 2010.",http://www.cbc.ca/news/canada/british-columbia/story/2010/04/16/bc-northern-measles-outbreak-spreads.html
Measles,Measles,Canada (Quebec),52.93992,-73.54914,05/2011,757,0,Epd,"Zoler Mitchel. ""Measles Called 'Eliminated' in U.S. Despite Outbreak."" Skin and Allergy News November 11 2002.",http://www.skinandallergynews.com/news/medical-dermatology/single-article/measles-called-eliminated-in-us-despite-outbreak/12550505d6.html
Measles,Measles,Chad,13.60328,19.09424,1/2011-12/2011,8650,0,Epd,"World Health Organization ""WHO: Measles deaths decline but elimination progress stalls in some regions"" January 17 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,China,35.46067,91.75781,1/2013,1502,0,Epd,"Taipei Times ""Measles case from China confirmed"" 11 February 2013.",http://www.taipeitimes.com/News/taiwan/archives/2013/02/11/2003554716
Measles,Measles,China,35.74428,104.07074,01/2012-06/2012,2731,0,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China,35.85121,104.51569,01/2008-12/2008,129285,0,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China,35.85121,104.51569,01/2009-12/2009,52461,0,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China,35.85121,104.51569,01/2010-12/2010,3538,0,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China,35.85121,104.51569,01/2011-12/2011,9943,0,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China (Anhui),31.86118,117.28492,1/2013-2/2013,225,0,Epd,"The Zhongan Online """" February 26 2013.",http://ah.anhuinews.com/system/2013/02/26/005494710.shtml
Measles,Measles,China (Heihe),50.245297,127.52846,4/2010,280,0,Epd,      .  .,http://www.ampravda.ru/2010/05/20105/025862.html
Measles,Measles,China (Kunming),24.88018,102.83286,2/2013,151,0,Epd,"China Daily. "" 151 cases of Measles confirmed in Kunming."" March 5 2013.",http://usa.chinadaily.com.cn/china/2013-03/05/content_16280775.htm
Measles,Measles,China (Shenzhen),22.543099,114.057868,10/2008,2156,0,Epd,EINet - Newsbrief. UW Departments Web Server.,http://depts.washington.edu/einet/newsbrief334.html
Measles,Measles,China (Wudu District),33.3924,104.92652,3/2013-5/2013,88,0,Epd,"Lanzhou Evening News. ""Measles outbreak in Longnan City."" May 23 2013. ",http://www.kaixian.tv/R1/n2651494c7.shtml
Measles,Measles,China (Yunnan),25.04535,102.70994,1/2012-11/2012,336,0,Epd,Yunnan Daily. December 24 2012.,http://www.kaixian.tv/roll/n2835352c8.shtml
Measles,Measles,Cote d'Ivoire,7.00189,-5.54708,1/2011-2/2011,47,0,Epd,"Scott Stearns . ""UN: Ivory Coast Measles Outbreak Linked to Political Crisis."" Voice of America (Washington) February 15 2011.",http://www.voanews.com/english/news/africa/UN-Ivory-Coast-Measles-Outbreak-Linked-to-Political-Crisis-116246019.html
