Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Measles,Measles,India (Lucknow),26.846511,80.946683,7/2011,3,1,2nd,"MSN News ""Child dies after being administered measles vaccine"" July 22 2011.",http://news.in.msn.com/national/article.aspx?cp-documentid5309287
Measles,Measles,Philippines (Davao City),7.064444,125.607778,1/2011,30,3,2nd,"Howard Caroline. ""Measles leptospirosis cases in Philippines rising."" abc-cbnNEWS.com November 11 2010.",http://www.abs-cbnnews.com/nation/11/11/10/measles-leptospirosis-cases-philippines-rising
Measles,Measles,Australia,-22.73591,140.018765,1/2011,3,0,2nd,Notes from the Field : Multiple Cases of Measles After Exposure During Air Travel --- Australia and New Zealand January 2011 . Centers for Disease Control and Prevention.,http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6025a4.htm?s_cidmm6025a4_e&sourcegovdelivery
Measles,Measles,Australia (Adelaide),-37.96443,145.05598,2/2012,2,0,2nd,"Seven News Adelaide. ""Alert issued over 2nd measles case."" February 8 2012.",http://au.news.yahoo.com/latest/a/-/latest/12847286/alert-issued-over-second-measles-case/
Measles,Measles,Australia (Queensland),-24.917574,145.902796,9/2010,2,0,2nd,"Bedo Stephanie. ""Coast measles outbreak sparks concern."" Goldcoast (Gold Coast) March 21 2011.",http://www.goldcoast.com.au/article/2011/03/21/300795_gold-coast-news.html
Measles,Measles,Australia (South Australia),-30.000232,136.209155,8/2011,2,0,2nd,"Pengelley Jill. ""New measles cases prompt warning."" AdelaideNow (Queensland) August 11 2011.",http://www.adelaidenow.com.au/news/south-australia/new-measles-cases-prompt-warning/story-e6frea83-1226113247592
Measles,Measles,Australia (Victoria),-37.471308,141.785153,1/2011-3/2011,16,0,2nd,"Van Den Berg Lucie . ""Measles outbreak sparks vaccination warning from health authorities."" Herald Sun (Melbourne) February 17 2011.",http://www.heraldsun.com.au/news/victoria/measles-outbreak-sparks-vaccination-warning-from-health-authorities/story-e6frf7kx-1226007427425
Measles,Measles,Australia (Western Australia),-27.672817,121.62831,6/2010,2,0,2nd,"ABC News (Queensland) ""Alert issued over possible measles infection."" June 7 2010.",http://www.abc.net.au/news/stories/2010/06/07/2920169.htm
Measles,Measles,Austria (Styria),47.264901,14.89393,3/2009,37,0,2nd,"Kasper S. ""Measles outbreak in Styria Austria March-May 2009."" Eurosurveillance 14 no. 40 (2009).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId19347
Measles,Measles,Canada (Alberta),53.933271,-116.576504,5/2010,4,0,2nd,"Prezekop Glory. ""Four more cases of measles in the Calgary area."" 660 News (Calgary) May 14 2010.",http://www.660news.com/news/local/article/55260--four-more-cases-of-measles-in-the-calgary-area
Measles,Measles,Canada (Halton),43.32552,-79.79903,6/2013-7/2013,6,0,2nd,"Inside Halton. ""Another case of measles diagnosed in Halton."" July 29 2013.",http://www.insidehalton.com/news-story/3914892-another-case-of-measles-diagnosed-in-halton/
Measles,Measles,Canada (Ottawa),46.411572,-75.698194,1/2011,6,0,2nd,Canada (Ontario): Measles update . EINet XIV no. 1 (2011).,http://depts.washington.edu/einet/newsbrief437.html?article8771#8771
Measles,Measles,Canada (Prince Edward Island),46.51071,-63.41681,6/2013,2,0,2nd,"Times Colonist. ""Two cases of measles confirmed on P.E.I. neither individual was vaccinated."" June 29 2013. ",http://www.timescolonist.com/life/health/two-cases-of-measles-confirmed-on-p-e-i-neither-individual-was-vaccinated-1.338273
Measles,Measles,Canada (Quebec),53.939916,-73.549136,5/2011,2,0,2nd,Measles - Canadian Coalition for Immunization Awareness & Promotion. Canadian Coalition for Immunization Awareness & Promotion - CCIAP.,http://www.immunize.cpha.ca/en/diseases-vaccines/measles.aspx
Measles,Measles,Colombia,4.99342,-74.29733,08/2011,2,0,2nd,"El Heraldo ""Distrito refuerza vacunacin contra sarampin tras confirmarse otros dos casos"" August 31 2011.",http://www.elheraldo.co/local/distrito-refuerza-vacunaci-n-contra-sarampi-n-tras-confirmarse-otros-dos-casos-35860
Measles,Measles,Colombia,4.57087,-74.29733,09/2011,4,0,2nd,"El Heraldo ""Decretan alerta roja por casos de sarampin en Barranquilla"" September 8 2011.",http://www.elheraldo.co/local/decretan-alerta-roja-por-casos-de-sarampi-n-en-barranquilla-36923
Measles,Measles,Ecuador,-2.48213,-79.29932,07/2011,2,0,2nd,"Diario Opinin (El Oro) ""El Oro: toman previsiones ante brote de sarampin"" October 10 2011.",http://www.diariopinion.com/primeraPlana/verArticulo.php?id809978
Measles,Measles,Finland,61.92411,25.74815,08/2011,5,0,2nd,"HELSINGIN SANOMAT ""Record number of cases of measles diagnosed in Finland this year"" June 5 2011.",http://www.hs.fi/english/article/Record+number+of+cases+of+measles+diagnosed+in+Finland+this+year+/1135269452855
Measles,Measles,France (Mayotte),44.436078,-1.147844,8/2011,3,0,2nd,"Center for Disease Control (Washington) ""In the News 2011 Measles Update"" June 23 2011.",http://wwwnc.cdc.gov/travel/notices/in-the-news/measles.htm
Measles,Measles,Germany,51.165691,10.451526,9/2010-10/2010,13,0,2nd,"Pfaff. ""Spotlight on measles 2010: Measles outbreak among travellers returning from a mass gathering Germany September to October 2010."" Eurosurveillance 15 no. 50 (2010).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId19750
Measles,Measles,Ireland (Belfast),53.581657,-5.935594,10/2010,8,0,2nd,"Smyth Lisa. ""Measles outbreak declared after eight fall ill."" Bellefast Telegraph October 14 2010.",http://www.belfasttelegraph.co.uk/news/local-national/northern-ireland/measles-outbreak-declared-after-eight-fall-ill-14976232.html
Measles,Measles,New Zealand (Auckland),-36.11846,174.999,2/2011,12,0,2nd,"Radio New Zealand News ""A spate of measles in Auckland is growing. The Regional Public Health Service has now been notified of 12 people who have or possibly have the disease."" February 7 2011.",http://www.radionz.co.nz/news/national/67964/more-measles-cases-confirmed-in-auckland
Measles,Measles,New Zealand (Hawke's Bay),-39.771162,177.04313,4/2011,12,0,2nd,"Williams  Jolene . ""Hawke's Bay measles outbreak: 12 cases confirmed."" Hawke's Bay Today April 15 2011.",http://www.hawkesbaytoday.co.nz/local/news/hawkes-bay-measles-outbreak-12-cases-confirmed/3948440/
Measles,Measles,New Zealand (Otago),-44.828,169.63453,10/2011,2,0,2nd,"Stuff.co.nz ""Fears of measles outbreak in Otago "" November 1 2011.",http://www.stuff.co.nz/national/health/5886184/Fears-of-measles-outbreak-in-Otago
Measles,Measles,Panama,8.537981,-80.782127,5/2011,3,0,2nd,"Winner Don . ""Three Cases of Measles Detected in Panama."" Panama-Guide May 18 2011.",http://www.panama-guide.com/article.php/20110518185211355
Measles,Measles,Russia (Izhevsk),56.82418,53.19432,12/2013,12,0,2nd,"Izvestia. ""12           2013 ."" December 19 2013.",http://www.izvestiaur.ru/news/view/8222701.html
Measles,Measles,Russia (Krasnoyarsk),56.001251,92.88559,5/2009,4,0,2nd,"CAH ""       "" March 19 2010.",http://krsk.sibnovosti.ru/health/75436-v-krasnoyarskoy-bolnitse-zafiksirovana-vspyshka-kori-u-medpersonala
Measles,Measles,Slovenia,46.151241,14.995463,3/2010,3,0,2nd,"Grgic-Vitek  M. ""Spotlight on measles 2010: A cluster of measles in a hospital setting in Slovenia March 2010."" Eurosurveillance 15 no. 20 (2010).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId19573
Measles,Measles,Spain (Canary Islands),28.291564,-16.62913,5/2011,25,0,2nd,"European Centre for Disease Prevention and Control. ""European monthly measles monitoring."" Surveillance Report 3 (2011): 11.",http://ecdc.europa.eu/en/publications/Publications/1109_European_monthly_measles_monitoring_August_2011.pdf
Measles,Measles,Spain (Granada),37.9976487,-3.597929,11/2010,20,0,2nd,La epidemia de sarampin en la capital se eleva a 20 casos. Granada Digital November 9 2010.,http://granadadigital.com/la-epidemia-de-sarampion-en-la-capital-se-eleva-a-20-casos-58165/
Measles,Measles,Taiwan (Taipei),25.091075,121.559834,2/2011-3/2011,3,0,2nd,"First Division . ""Three measles cases confirmed in Wenshan District Taipei; Public urged to stay alert and work with government to ward off measles."" Center for Disease Control March 16 2011.",http://www.cdc.gov.tw/ct.asp?xItem33355&ctNode960&mp5
Measles,Measles,U.K. (Cheshire),53.238342,-2.999342,5/2011,2,0,2nd,"Williams Liza. ""Wirrel patient seriously ill in hospital after measles outbreak."" Liverpool Daily Post  May 9 2011.",http://www.liverpooldailypost.co.uk/liverpool-news/regional-news/2011/05/09/wirral-patient-seriously-ill-in-hospital-after-measles-outbreak-92534-28657106/
Measles,Measles,U.K. (Kent),51.260145,0.84428,1/2011-3/2011,19,0,2nd,"BBC News ""Increase in reported measles cases in Kent"" May 5 2011.",http://www.bbc.co.uk/news/uk-england-13293530
Measles,Measles,U.K. (Merseyside),53.473517,-2.913271,5/2011,2,0,2nd,"BBC News ""Fears after city measles outbreak."" November 3 2008.",http://news.bbc.co.uk/2/hi/uk_news/england/merseyside/7705773.stm
Measles,Measles,U.K. (Warwick),52.281943,-1.584471,4/2011,3,0,2nd,"Sharma Prakash . ""Children in South Warwickshire Get Vaccinated over Measles Outbreak ."" Top News April 5 2011.",http://topnews.us/content/238003-children-south-warwickshire-get-vaccinated-over-measles-outbreak
Measles,Measles,U.S.,40.714353,-74.005973,8/2010,2,0,2nd,"Hernandez R . ""Notes from the Field: Measles Transmission Associated with International Air Travel --- Massachusetts and New York July--August 2010."" Center for Disease Control and Prevention August 27 2010.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5933a4.htm?s_cidmm5933a4_e
Measles,Measles,U.S. (California Medocino County Coast),38.760047,-123.518846,5/2011,3,0,2nd,"Gorman Ana . ""California leads U.S. in measles cases."" Los Angles Times September 22 2011.",http://www.latimes.com/news/local/la-me-measles-2011092206705186.story
Measles,Measles,U.S. (California San Luis Obispo County),35.31023,-120.435763,5/2011,1,0,2nd,"Tucker Bethany . ""Local health officials confirm case of measles in San Luis Obispo County."" KSBY May 18 2011.",http://www.ksby.com/news/local-health-officials-confirm-case-of-measles-in-san-luis-obispo-county/
Measles,Measles,U.S. (California),36.778261,-119.417932,1/2011-5/2011,16,0,2nd,"Gorman Ana . ""California leads U.S. in measles cases."" Los Angles Times September 22 2011.",http://www.latimes.com/news/local/la-me-measles-2011092206705186.story
Measles,Measles,U.S. (Indiana),40.55122,-85.0236,06/2011,5,0,2nd,"Center for Disease Control and Prevention ""Notes from the Field: Measles Outbreak --- Indiana June--July 2011"" September 2 2011.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6034a5.htm?s_cidmm6034a5_e&sourcegovdelivery
Measles,Measles,U.S. (Kansas Johnson County),38.845412,-94.852064,5/2011,2,0,2nd,"KMBC. ""2 More Cases Of Measles Surface In Johnson County."" May 2 2011.",http://www.kmbc.com/r/27745305/detail.html
Measles,Measles,U.S. (Maryland),39.045755,-76.641271,4/2009,4,0,2nd,"Carrick Nathan . ""Fourth case of measles reported in Montgomery."" Gazzette.net April 13 2009.",http://www.gazette.net/stories/04132009/rocknew181816_32500.shtml
Measles,Measles,U.S. (Maryland),39.04575,-76.64127,08/2011,2,0,2nd,"ABC 7 ""Two measles cases confirmed in Montgomery County"" September 2 2011.",http://www.wjla.com/articles/2011/09/two-measles-cases-confirmed-in-montgomery-county-66025.html
Measles,Measles,U.S. (Minneapolis Minnesota),44.979965,-93.263836,3/2011-4/2011,21,0,2nd,"Rolander Leslie. ""Minn. Measles Outbreak Grows to 21 Confirmed Cases ."" 5 ABC Eyewitness News April 21 2011.",http://kstp.com/article/stories/s2076092.shtml
Measles,Measles,U.S. (New Jersey),40.058324,-74.405661,1/2011-7/2011,4,0,2nd,"Fabrikant Mel . ""Measles Cases Reported In New Jersey: Health Dept. Urges Immunization."" The Pramus Post July 1 2011.",http://www.paramuspost.com/article.php/20110701163335826
Measles,Measles,U.S. (New York Brooklyn),40.65,-73.95,10/2011,6,0,2nd,"Hartocollis Anemona. ""Health Department Reports Spike in Measles Cases in Brooklyn."" The New York Times October 21 2011.",http://cityroom.blogs.nytimes.com/2011/10/21/health-department-reports-spike-in-measles-cases-in-brooklyn/
Measles,Measles,U.S. (Virginia),37.431573,-78.656894,4/2009,6,0,2nd,"Bahrampour Tara . ""Va. Home to Area's 6th Measles Case."" The Washington Post April 22 2009.",http://www.washingtonpost.com/wp-dyn/content/article/2009/04/21/AR2009042103045_pf.html
Measles,Measles,U.S. (Virginia),37.431573,-78.656894,5/2011,3,0,2nd,"Stover Chris . ""UPDATE: Measles Case Closes Charlottesville School ."" NewPLEX.com May 27 2011.",http://www.newsplex.com/home/headlines/Confirmed_Cases_of_Measles_in_Charlottesville_122652194.html
Measles,Measles,U.S. (Wisconsin),43.78444,-88.78787,09/2011,3,0,2nd,"The Associated Press. ""Measles Cases Traced to Unvaccinated Tot ."" WMTV September 22 2011.",http://www.nbc15.com/state/headlines/Measles_Cases_Traced_to_Unvaccinated_Tot_130397013.html
Measles,Measles,India (Odisha),19.31496,84.79409,7/2013,20,1,Clst,"Times of India. ""Measles outbreak puts administration on toes."" July 6 2013.",http://articles.timesofindia.indiatimes.com/2013-07-06/bhubaneswar/40406902_1_measles-berhampur-expert-team
Measles,Measles,Pakistan,30.375321,69.345116,1/2011,11,1,Clst,"Ismaeel Tariq. ""Measles outbreak in DG Khan."" International Herald Tribune January 13 2011.",http://tribune.com.pk/story/103018/measles-outbreak-in-dg-khan/
Measles,Measles,India (Uttar Pradesh),27.570589,80.098187,5/2011,5,2,Clst,"IBN Live News ""Two children die of measles"" May 15 2011.",http://ibnlive.in.com/generalnewsfeed/news/two-children-die-of-measles/684678.html
Measles,Measles,Pakistan (Mansehra),34.33333,73.2,6/2012,-1,2,Clst,"Measles cases rise in parts of Mansehra The International News"" July 1 2012.",http://www.thenews.com.pk/article-56819-Measles-cases-rise-in-parts-of-Mansehra
Measles,Measles,Sudan (East Darfur),14.37827,24.90422,8/2013,2,2,Clst,"Karinka Abu. ""Measles kills two displaced people in East Darfur."" Radio Dabanga. August 29 2013.",http://www.radiodabanga.org/node/55293
Measles,Measles,Kenya (Kimilili),0.78333,34.71667,8/2012,20,3,Clst,"John Nalianya. ""Fears over measles outbreak."" The Star. August 30 2012.",http://www.the-star.co.ke/local/western--nyanza/92207-measles-alert-in-kimilili-3-children-dead
Measles,Measles,Pakistan (Charsadda),34.21722,71.55556,11/2012,-1,3,Clst,"""Children die of measles in Shabqadar"" The Express Tribune November 19 2012.",http://tribune.com.pk/story/467778/infectious-disease-three-minors-die-of-measles-in-shabqadar/
Measles,Measles,Somalia (South),5.152149,46.199616,5/2011,4,4,Clst,"Desloovere Peter. World Health Organization . ""Somali Health response update."" October 1 2011.",http://reliefweb.int/sites/reliefweb.int/files/resources/EHA_weekly1-7October_011.pdf
Measles,Measles,Sudan (Darfur),12.0558,24.89041,7/2013,-1,4,Clst,"Radio Dabanga. ""Measles kills four children in El Salam camp South Darfur."" July 22 2013.",http://www.radiodabanga.org/node/53711
Measles,Measles,Angola (Huila),-14.92806,14.65878,10/2012,35,5,Clst,Measles kills five children in Chibia Agencia AngolaPress October 19 2012.,http://www.portalangop.co.ao/motix/en_us/noticias/saude/2012/9/42/Measles-kills-five-children-Chibiae4cbb12c-f641-4280-b910-3e1f71e33eaf.html
Measles,Measles,India (Kashmir),34.149088,76.825965,9/2008,5,5,Clst,"Diwan  Piyush. ""Jammu Kashmir Hit By Measles Epidemic."" Top News September 18 2008.",http://www.topnews.in/jammu-kashmir-hit-measles-epidemic-268545
Measles,Measles,Pakistan (Federally Administered Tribal Areas),32.667476,69.859741,4/2011,5,5,Clst,"Dunya News ""Five children die of measles in North Waziristan"" April 6 2011.",http://dunyanews.tv/index.php?keyQ2F0SUQ9MiNOaWQ9MjM0NzI
Measles,Measles,Pakistan (South Waziristan),32.98374,70.29053,8/2012,5,5,Clst,"Yusafzai Ashfaq. ""S. Waziristan measles outbreak kills 5 children."" Central Asia Online. August 3 2012.",http://centralasiaonline.com/en_GB/articles/caii/newsbriefs/2012/08/03/newsbrief-13
Measles,Measles,Angola,-13.000532,17.87389,8/2011,16,8,Clst,"Kubango Kuando. ""Brote de sarampin mata ocho nios en Cuito Cuanavale."" Agency Angola Express (Menongue) August 23 2011.",http://www.portalangop.co.ao/motix/es_es/noticias/saude/2011/7/34/Brote-sarampion-mata-ocho-ninos-Cuito-Cuanavale9cb8daf8-026d-4c42-a118-abed6fc96903.html
Measles,Measles,India (Rayagada),19.16667,83.41667,4/2012,9,9,Clst,"TNN. ""Measles outbreak feared in Rayagada 9 children killed."" The Times of India April 29 2012.",http://articles.timesofindia.indiatimes.com/2012-04-29/bhubaneswar/31475939_1_measles-outbreak-three-villagers-blood-samples
Measles,Measles,Zimbabwe (Chiweshe in Mazowe District),-22.070708,30.388184,9/2010,70,24,Clst,"Chipunza Paidamoyo . ""Zimbabwe: Measles Outbreak Claims 70."" all Africa September 23 2010.",http://allafrica.com/stories/201009230363.html
Measles,Measles,Nigeria,9.081999,6.665842,2/2010,25,25,Clst, At least 25 die of Measles in Nigeria - vaccination breakdown blamed - FluTrackers. FluTrackers - Tracking Infectious Diseases since 2006.,http://www.flutrackers.com/forum/showthread.php?t140477
Measles,Measles,Pakistan (Kandhkot),28.24006,69.18523,12/2012,45,45,Clst,"South Asian News Agency ""Measles death toll reaches 45 in Kandhkot"" December 24 2012.",http://www.sananews.net/english/measles-death-toll-reaches-45-in-kandhkot/
Measles,Measles,Pakistan (Punjab),31.17041,72.70972,1/2013-12/2013,146,146,Clst,"Malik Amer. ""Causes of 146 measles deaths listed in probe."" The News International. December 10 2013.",http://www.thenews.com.pk/Todays-News-5-219199-Causes-of-146-measles-deaths-listed-in-
Measles,Measles,Angola (Cunene),-16.4905382,14.6223476,11/2012,19,0,Clst,"""Plus de 10 cas de rougeole enregistrs au cours de 48 heures"" Angola Press November 5 2012.",http://www.portalangop.co.ao/motix/fr_fr/noticias/saude/2012/10/45/Plus-cas-rougeole-enregistres-cours-heuresece01afb-2c21-4cc5-8ca0-9d0020afea01.html
Measles,Measles,Angola (Uige),-7.17367,15.40681,6/2013,45,0,Clst,"Agencia AngolaPress. ""Au moins 40 nouveaux cas de rougeole notifis  Uge.""June 26 2013.  ",http://www.portalangop.co.ao/motix/fr_fr/noticias/saude/2013/5/26/moins-nouveaux-cas-rougeole-notifies-Uige643f0885-925a-489e-afc5-fab8b7861cc3.html
Measles,Measles,Australia (Australian Capital Territory),-35.47347,149.01237,11/2011,12,0,Clst,"Thorpe Clarissa . ""ACT measles outbreak reaches 12."" ABC News November 30 2011.",http://www.abc.net.au/news/2011-11-29/act-measles-outbreak-reaches-12/3702420?sectionact
Measles,Measles,Australia (Blacktown),-33.769464,150.908493,1/2011-3/2011,14,0,Clst,"Soon Nick . ""Warning on measles outbreak in Blacktown local government area."" Blacktown Sun  March 11 2011.",http://www.blacktownsun.com.au/news/local/news/general/warning-on-measles-outbreak-in-blacktown-local-government-area/2100834.aspx
Measles,Measles,Australia (Campbelltown),-34.06777,150.81319,6/2012-7/2012,22,0,Clst,"Pleffer Alexander. ""Moves to contain measles outbreak."" Campbelltown MacArther Adviser. July 25 2012.",http://www.macarthuradvertiser.com.au/news/local/news/general/moves-to-contain-measles-outbreak/2635057.aspx
Measles,Measles,Australia (Canberra),-33.99803,146.84326,1/2012,13,0,Clst,"Tucker Brianna. ""Measles outbreak 'a warning'."" The Canberra Times January 16 2012.",http://www.canberratimes.com.au/news/local/news/health/measles-outbreak-a-warning/2420441.aspx
Measles,Measles,Australia (New South Wales),-32.253218,146.921099,3/2011,29,0,Clst,Measles alert - Make sure you are vaccinated - NSW Department of Health. NSW Ministry of Health - NSW Health.,http://www.health.nsw.gov.au/news/2011/20110324_00.html
Measles,Measles,Australia (Queensland),-23.917574,141.702796,1/2011-4/2011,12,0,Clst,"Miles Janelle. ""Be alert for measles outbreak."" Courier Mail (Queensland) April 20 2011.",http://www.couriermail.com.au/lifestyle/be-alert-for-measles-outbreak/story-e6frer4f-1226042399293
Measles,Measles,Australia (Queensland),-27.61409,152.75847,8/2013-11/2013,35,0,Clst,"The Brisbane Times. ""Measles outbreak hits Queensland."" November 8 2013.",http://www.brisbanetimes.com.au/queensland/measles-outbreak-hits-queensland-20131108-2x678.html
Measles,Measles,Australia (Sydney),-33.76946,150.90849,4/2012,2,0,Clst,"Blacktown Sun. ""Measles cases at Blacktown Hospital prompt health warning."" April 19 2012.",http://www.blacktownsun.com.au/news/local/news/health/measles-cases-at-blacktown-hospital-prompt-health-warning/2527612.aspx
Measles,Measles,Australia (Sydney),-33.88305,151.11442,9/2013,3,0,Clst,"ABC 7 News. ""Measles warning for Sydney after three cases in inner west."" September 24 2013. ",http://au.news.yahoo.com/a/19082400/measles-warning-for-sydney-after-3-cases-in-inner-west/
Measles,Measles,Australia (Sydney),-33.89379,151.22561,8/2012,40,0,Clst,"Mamamia News ""News: Measles Outbreak. Read this Fast"" August 16 2012.",http://www.mamamia.com.au/news/news-measles-outbreak-due-to-kids-not-being-immunised/?utm_sourcerss&utm_mediumrss&utm_campaignnews-measles-outbreak-due-to-kids-not-being-immunised
Measles,Measles,Australia (Victoria),-38.471308,140.785153,2/2009,18,0,Clst,"Miller Nick. ""Warning over biggest measles outbreak in years."" The Age February 4 2009.",http://www.theage.com.au/national/warning-over-biggest-measles-outbreak-in-years-20090204-7xjl.html
Measles,Measles,Australia (Victoria),-35.471308,144.785153,4/2011,4,0,Clst,"ABC News (Queensland) ""Health department issues measles alert."" April 18 2011.",http://www.abc.net.au/news/2011-04-16/health-department-issues-measles-alert/2613012?sectionjustin
Measles,Measles,Australia (Victoria),-37.81411,144.96328,8/2013,10,0,Clst,"Medew Julia. ""Measles outbreak fear as virus spreads."" The Age Victoria. August 26 2013.",http://www.theage.com.au/victoria/measles-outbreak-fear-as-virus-spreads-20130826-2skyo.html
Measles,Measles,Austria,47.07012,12.98584,11/2011-10/2012,35,0,Clst,"European Centre for Disease Prevention and Control ""Measles and rubella monitoring December 2012"" December 21 2012.",http://www.ecdc.europa.eu/en/press/news/Lists/News/ECDC_DispForm.aspx?List32e43ee8-e230-4424-a783-85742124029a&ID815&RootFolder%2Fen%2Fpress%2Fnews%2FLists%2FNews
Measles,Measles,Austria,47.51623,14.55007,9/2011-12/2011,22,0,Clst,Measles and rubella monitoring Surveillance Report October 2012.,http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monitoring-oct-2012.pdf
Measles,Measles,Brazil,-17.93018,-43.79085,1/2013,3,0,Clst,"Centre for Epidemiological Surveillance ""Caso confirmado de Sarampo Gentipo D8 residente em Bauru e histrico de deslocamento internacional"" January 21 2013.",http://www.cve.saude.sp.gov.br/htm/resp/pdf/alerta_sarampo_21jan13.pdf
Measles,Measles,Canada (Alberta),53.5555,-115.57,10/2013-11/2013,18,0,Clst,"CBS News Calgary. ""Lethbridge counts 18 cases of measles."" November 5 2013.",http://www.cbc.ca/news/canada/calgary/lethbridge-counts-18-cases-of-measles-1.2356509
Measles,Measles,Canada (British Columbia),53.72667,-127.64762,6/2013,8,0,Clst,"Times Colonist. ""Measles outbreak in Whistler and Pemberton; health officials suggest vaccination."" July 12 2013.",http://www.timescolonist.com/life/health/measles-outbreak-in-whistler-and-pemberton-health-officials-suggest-vaccination-1.522445
Measles,Measles,Canada (British Columbia),49.22949,-123.00258,9/2013,4,0,Clst,"Murti Michael et al. ""Case of vaccine-associated measles five weeks post-immunisation British Columbia Canada."" Eurosurveillance. December 5 2013.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId20649
Measles,Measles,Canada (Quebec),52.939916,-73.549136,4/2011,36,0,Clst,"CBC News (Montreal) ""Quebec hit by measles outbreak"" April 28 2011.",http://www.cbc.ca/news/canada/montreal/story/2011/04/28/quebec-measles-outbreak.html
Measles,Measles,Canada (Saskatchewan),52.939916,-106.450864,1/2011-12/2011,6,0,Clst,Prince Albert health region investigating case of measles CTV News October 10 2012.,http://saskatoon.ctvnews.ca/prince-albert-health-region-investigating-case-of-measles-1.990142
Measles,Measles,Canada (Saskatchewan),53.70971,-106.43555,10/2012,1,0,Clst,Prince Albert health region investigating case of measles CTV News October 10 2012.,http://saskatoon.ctvnews.ca/prince-albert-health-region-investigating-case-of-measles-1.990142
Measles,Measles,Central African Republic,4.3617,18.55597,1/2014,8,0,Clst,"World Health Organization. ""WHO and partners launch measles vaccination in Central African Republic."" January 2 2014.",http://reliefweb.int/report/central-african-republic/who-and-partners-launch-measles-vaccination-central-african-republic
Measles,Measles,Central African Republic,6.611111,20.939444,1/2010-4/2010,31,0,Clst,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Chad,11.78133,21.79688,3/2013,4,0,Clst,"Radio Dabanga. ""4 cases of measles emerge in Sudan refugee camp."" March 22 2013.",http://www.radiodabanga.org/node/45259
Measles,Measles,Chile,-35.675147,-71.542969,10/2011,6,0,Clst,Measles outbreaks: Regions of the Americas Europe and Africa. World Health Organization .,http://www.who.int/csr/don/2011_10_07/en/
Measles,Measles,China (Changqiao),26.5152,103.5777,09/2012,1,0,Clst,"Chen Xiaoru. ""Residents inoculated after measles case emerges."" September 11 2012",http://www.globaltimes.cn/content/732567.shtml
Measles,Measles,China (Inner Mongolia),40.8175,111.76562,1/2012-5/2012,19,0,Clst,Hong Kong Daily News June 27 2012.,http://news.sina.com.cn/o/2012-06-27/202624668828.shtml
Measles,Measles,Colombia,5.01806,-74.07583,09/2011,7,0,Clst,"Cast Sarah. ""Measles outbreak in Colombia govt rushes to vaccinate 8 million ."" Colombia Reports (Baranquilla) September 16 2011.",http://colombiareports.com/colombia-news/news/19039-measles-outbreak-in-colombia-govt-rushes-to-vaccinate-8-million.html
Measles,Measles,Colombia,4.57899,-73.49992,09/2011,5,0,Clst,"El Tiempo ""Jvenes con ms riesgo de contraer el sarampin"" September 13 2011.",http://www.eltiempo.com/vida-de-hoy/salud/brote-de-sarampion-en-la-costa-atlantica_10349085-4
Measles,Measles,Czech Republic,49.81749,15.47296,11/2011-10/2012,23,0,Clst,"European Centre for Disease Prevention and Control ""Measles and rubella monitoring December 2012"" December 21 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,Denmark,56.26392,9.50178,11/2011-10/2012,2,0,Clst,"European Centre for Disease Prevention and Control ""Measles and rubella monitoring December 2012"" December 21 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,DR Congo (Bandundu Province),-7.68384,17.33777,7/2013,12,0,Clst,"Radio Okapi. ""Bandundu: une dizaine de cas de rougeole enregistrs  Tembo."" July 6 2013.",http://radiookapi.net/actualite/2013/07/06/bandundu-une-dizaine-de-cas-de-rougeole-enregistres-tembo/
Measles,Measles,Ecuador,-1.95748,-79.91927,10/2011,5,0,Clst,"El Universo (Guayaquil) ""Van 93 casos de sarampin y su contagio avanza"" October 15 2011.",http://www.eluniverso.com/2011/10/15/1/1447/van-93-casos-sarampion-contagio-avanza.html
Measles,Measles,Ecuador,-1.83124,-78.18341,09/2011,26,0,Clst,"Pinto Roberto. ""26 nios hospitalizados por brote de sarampin."" El Universo (Guayaquil) September 27 2011.",http://www.eluniverso.com/2011/09/27/1/1447/26-ninos-hospitalizados-brote-sarampion.html
Measles,Measles,Ecuador (Quito),-0.22315,-78.51268,10/2011,3,0,Clst,"El Comercio  ""Confirman un caso de sarampin en Quito dos ms en observacin"" October 6 2011.",http://www.elcomercio.com/sociedad/sarampion-nino-Quito-Baca_Ortiz_0_567543344.html
