HD145457, CoronaBorealis,  6.57, 411, K4V, 1.934, 9.927, 4757, 1
HD142022A, Octans,  7.69, 112, K0V, 0.993, 0.705, 5382, 1
14Herculis, Hercules,  6.67, 57, K0V, 0.902, 0.895, 5311, 2
HD145377, Scorpius,  8.12, 179, G3V, 1.120, 1.138, 6046, 1
HIP79431, Scorpius,  11.34, 47, M3V, 0.491, 0.547, 3191, 1
HD146389, Hercules,  9.39, 367, F8IV, 1.216, 1.365, 6152, 1
HAT-P-2, Hercules,  8.71, 373, F8IV, 1.298, 1.412, 6289, 1
HD147018, TriangulumAustrale,  8.37, 140, G9V, 0.927, 0.949, 5441, 2
PSRB1620-26, Scorpius,  24.19, 12279, pulsar+DB, 1.352, 0.000021, 29418, 1
HD147513, Scorpius,  5.38, 42, G5V, 0.924, 1.006, 5701, 1
HD148156, Norma,  7.71, 168, G1V, 1.216, 1.199, 5810, 1
HD148427, Ophiuchus,  6.90, 193, K0IV, 1.445, 3.221, 5052, 1
HD149026, Hercules,  8.16, 259, G0IV, 1.346, 1.452, 6147, 1
HD149143, Ophiuchus,  7.90, 202, G0IV, 1.215, 1.358, 5732, 1
HD150433, Ophiuchus,  7.22, 96, G0V, 0.957, 0.995, 5801, 1
HD152079, Ara,  9.20, 272, G6V, 1.023, 0.998, 5499, 1
HD152581, Ophiuchus,  8.54, 605, K0III, 0.927, 4.844, 5155, 1
WASP-70, Ophiuchus,  8.56, 297, G3IV, 1.048, 1.146, 5749, 1
Gliese649, Hercules,  9.62, 34, M1V, 0.542, 0.621, 3703, 1
HD154345, Hercules,  6.74, 61, G8V, 0.883, 0.874, 5468, 1
HD154088, Ophiuchus,  6.58, 58, K0IV, 0.892, 1.228, 5205, 1
HD153950, Scorpius,  7.38, 162, F8V, 1.119, 1.335, 6076, 1
MOA-2008-BLG-310L, Scorpius,  23.38, 23807, K8V, 0.670, 0.638, 4120, 1
HAT-P-18, Hercules,  12.76, 543, K2V, 0.773, 0.749, 4804, 1
HD155358, Hercules,  7.27, 144, G0V, 0.873, 0.842, 5760, 2
HD154672, Ara,  8.22, 211, G3IV, 1.060, 1.266, 5714, 1
HD154857, Ara,  7.25, 209, G5V, 1.166, 1.934, 5445, 1
HD156279, UrsaMajor,  8.08, 119, K0V, 0.933, 0.913, 5453, 1
GJ1214, Ophiuchus,  14.67, 42, M4.5V, 0.157, 0.211, 3026, 1
HD156668, Hercules,  8.42, 80, K2V, 0.875, 0.895, 4917, 1
Gliese667C, Scorpius,  10.22, 23, M1.5V, 0.378, 0.201, 3950, 3
PSRJ1719-1438, Serpens,  22.75, 4387, pulsar, 1.430, 0.000, 32451, 1
HD156411, Ara,  6.67, 179, G1Vw, 1.254, 1.148, 5794, 1
HAT-P-14, Hercules,  9.98, 670, F5V, 1.386, 1.468, 6602, 1
HD157172, Ophiuchus,  7.86, 104, G8.5V, 0.943, 0.914, 5348, 1
HD158038, Hercules,  7.64, 338, K3III, 1.645, 4.750, 4897, 1
Gliese674, Ara,  9.36, 14.8, M2.5V, 0.354, 0.421, 3614, 1
Gliese676A, Ara,  9.59, 54, M0V, 0.599, 0.710, 3857, 1
HD159868, Scorpius,  7.24, 191, G5V, 1.095, 1.066, 5395, 1
MuArae, Ara,  5.15, 51, G3IV-V, 1.077, 1.246, 5704, 4
MOA-2009-BLG-266L, Scorpius,  22.56, 9923, M1V, 0.556, 0.631, 4026, 1
OGLE-2005-BLG-071L, Scorpius,  19.78, 9587, M1V, 0.458, 0.414, 3891, 1
OGLE-TR-10, Sagittarius,  15.78, 4488, G6V, 1.176, 1.160, 5632, 1
TrES-3, Hercules,  12.40, 1133, G4V, 0.902, 0.802, 5722, 1
OGLE-2006-BLG-109L, Sagittarius,  19.87, 4850, M1V, 0.513, 0.721, 3998, 2
TrES-4, Hercules,  11.59, 1426, F9V, 1.220, 1.738, 6186, 1
HD163607, Draco,  8.15, 224, G5IV, 1.086, 1.632, 5543, 2
MOA-2009-BLG-387L, Sagittarius,  27.85, 18460, M5V, 0.188, 0.171, 2986, 1
OGLE-2005-BLG-390L, Scorpius,  27.98, 21253, M5V, 0.224, 0.348, 3241, 1
MOA-2011-BLG-293L, Sagittarius,  16.31, 23324, M1.5V, 0.444, 0.587, 3787, 1
OGLE-2007-BLG-368L, Scorpius,  22.79, 19235, K7V, 0.655, 0.765, 4233, 1
OGLE-TR-56, Sagittarius,  16.56, 5258, G9V, 1.172, 1.320, 5820, 1
SWEEPS-04, Sagittarius,  15.37, 6863, F8V, 1.235, 1.176, 6234, 1
SWEEPS-11, Sagittarius,  19.83, 6469, K5V, 1.001, 1.453, 5947, 1
HD164509, Ophiuchus,  8.24, 171, G5V, 1.130, 1.063, 5922, 1
HD164922, Hercules,  7.01, 72, K0V, 0.939, 0.901, 5385, 1
HD164604, Sagittarius,  10.04, 134, K2V, 0.798, 0.832, 4850, 1
OGLE-2003-BLG-235L, Sagittarius,  20.52, 17068, K2V, 0.630, 0.762, 4155, 1
OGLE-2005-BLG-169L, Sagittarius,  20.93, 9379, K8V, 0.488, 0.650, 4015, 1
HAT-P-31, Hercules,  11.66, 1156, F9V, 1.218, 1.356, 6065, 2
MOA-2009-BLG-319L, Sagittarius,  19.75, 19972, K8V, 0.626, 0.731, 4188, 1
MOA-2007-BLG-192L, Sagittarius,  27.46, 3220, M8V, 0.060, 0.113, 2486, 1
MOA-2007-BLG-400L, Sagittarius,  24.95, 18735, M3V, 0.348, 0.371, 3510, 1
HD167042, Draco,  5.95, 164, K1III, 1.643, 4.299, 5018, 1
HAT-P-5, Lyra,  11.95, 1103, G9IV, 1.158, 1.167, 5960, 1
HD168443, Serpens,  6.92, 122, G5IV, 1.056, 1.627, 5546, 1
HD168746, Serpens,  7.95, 139, G5IV, 0.916, 1.116, 5495, 1
42Draconis, Draco,  4.83, 315, K1.5III, 0.981, 22.027, 4196, 1
WASP-60, Telescopium,  13.31, 1371, K3IV, 0.875, 1.365, 4733, 1
HD169830, Sagittarius,  5.91, 119, F9V, 1.413, 1.838, 6266, 2
HD170469, Ophiuchus,  8.22, 205, G5IV, 1.145, 1.215, 5810, 1
HD171028, Ophiuchus,  8.31, 294, G0IV, 0.992, 1.953, 5663, 1
COROT-17, Serpens,  15.46, 5562, G5V, 1.008, 1.024, 5601, 1
WASP-3, Lyra,  10.49, 726, F7V, 1.251, 1.241, 6426, 1
HD171238, Sagittarius,  8.66, 164, K0V, 0.943, 0.916, 5467, 1
COROT-23, Serpens,  15.63, 5327, G0V, 1.098, 0.865, 5877, 1
COROT-11, Serpens,  12.94, 1825, F6V, 1.266, 1.370, 6441, 1
COROT-9, Serpens,  13.71, 1497, G3V, 0.991, 0.936, 5624, 1
HD173416, Lyra,  6.06, 455, G8III, 1.977, 13.527, 4683, 1
COROT-6, Ophiuchus,  13.88, 3695, F5V, 1.055, 1.025, 6092, 1
Kepler-8, Lyra,  13.91, 4338, F9V, 1.213, 1.486, 6213, 1
KIC10905746, Draco,  12.73, 276, K9V, 0.578, 0.548, 4240, 1
HD175541, Serpens,  8.03, 415, G8IV, 1.654, 3.850, 5060, 1
HD176051B, Lyra,  7.84, 49, K1V, 0.706, 0.775, 5021, 1
KIC6185331, Lyra,  15.35, 4786, G4V, 1.027, 1.273, 5619, 1
HAT-P-37, Draco,  13.23, 1341, G6V, 0.929, 0.877, 5497, 1
COROT-16, Serpens,  15.64, 4382, G5V, 0.899, 0.814, 5587, 1
Kepler-26, Lyra,  16.33, 4666, K5V, 0.655, 0.588, 4478, 2
HD175167, Pavo,  9.18, 220, G5IV/V, 1.102, 1.254, 5674, 1
KOI-135, Lyra,  14.38, 6407, G0IV, 1.322, 1.204, 6041, 1
Kepler-30, Lyra,  15.39, 5471, G6V, 0.987, 0.945, 5498, 3
Kepler-9, Lyra,  13.91, 2754, G2V, 0.998, 1.095, 5722, 3
Kepler-4, Draco,  12.68, 1631, G0V, 1.223, 1.487, 5857, 1
Kepler-10, Draco,  10.96, 564, G5V, 0.895, 1.056, 5627, 2
TrES-1, Lyra,  11.37, 511, K0V, 0.875, 0.822, 5177, 1
HD177830, Lyra,  7.18, 193, K0IV, 1.477, 2.991, 4948, 2
Kepler-25, Lyra,  11.09, 2685, F8.5IV-V, 1.219, 1.357, 6192, 2
TrES-2, Draco,  11.41, 712, G0V, 0.982, 1.000, 5853, 1
HD178911B, Lyra,  7.98, 139, G5V, 1.070, 1.139, 5372, 1
HD179070, Lyra,  8.25, 368, F6IV, 1.338, 1.860, 6131, 1
Kepler-20, Lyra,  12.51, 948, G8V, 0.912, 0.944, 5466, 5
Kepler-14, Lyra,  12.12, 3197, F8IV, 1.512, 2.048, 6395, 1
HD179079, Aquila,  7.96, 214, G5IV, 1.087, 1.482, 5724, 1
Kepler-7, Lyra,  13.93, 3377, G1V, 1.347, 1.843, 5933, 1
HD179949, Sagittarius,  6.25, 90, F8V, 1.279, 1.190, 6260, 1
Kepler-16, Cygnus,  12.33, 355, K5V, 0.892, 0.648, 4438, 1
Kepler-33, Cygnus,  14.33, 4169, G0IV, 1.291, 1.822, 5904, 5
Kepler-22, Cygnus,  12.38, 617, G5V, 0.968, 0.979, 5518, 1
HD180902, Sagittarius,  7.78, 360, K0III/IV, 1.520, 4.099, 5030, 1
HD181342, Sagittarius,  7.55, 361, K0III, 1.840, 4.597, 5014, 1
Kepler-24, Lyra,  15.55, 4972, G2V, 1.032, 1.067, 5823, 2
Kepler-19, Lyra,  12.04, 695, G5V, 0.936, 0.854, 5541, 2
HD181720, Sagittarius,  7.86, 189, G1V, 0.916, 1.388, 5781, 1
COROT-10, Aquila,  15.22, 1129, K1V, 0.891, 0.792, 5073, 1
WASP-48, Cygnus,  11.06, 919, F8V, 1.089, 1.088, 5986, 1
HD181433, Pavo,  8.38, 87, K5V, 0.777, 0.786, 4962, 3
COROT-8, Aquila,  14.80, 1245, K1V, 0.879, 0.773, 5079, 1
COROT-2, Serpens,  12.57, 929, K0V, 1.111, 0.959, 5204, 1
HD183263, Aquila,  7.86, 180, G2IV, 1.172, 1.201, 5888, 2
Kepler-28, Cygnus,  15.42, 4930, K4V, 0.754, 0.695, 4590, 2
KOI-961, Cygnus,  16.12, 126, M6V, 0.129, 0.165, 3068, 3
Kepler-27, Cygnus,  13.62, 3583, G7V, 0.652, 0.589, 5399, 1
HAT-P-7, Cygnus,  10.46, 1037, F8IV, 1.467, 1.840, 6351, 1
KOI-410, Cygnus,  15.46, 6058, G0V, 1.152, 1.117, 5958, 1
KOI-254, Cygnus,  16.88, 1087, M0V, 0.587, 0.553, 3821, 1
HD231701, Sagitta,  8.99, 386, F8V, 1.143, 1.350, 6208, 1
Kepler-31, Cygnus,  15.60, 4643, F7V, 1.211, 1.217, 6340, 2
Kepler-23, Cygnus,  14.22, 5109, G3IV, 1.105, 1.516, 5760, 2
HD185269, Cygnus,  6.68, 164, G0IV, 1.278, 1.880, 5978, 1
Kepler-35, Cygnus,  15.51, 5365, G5V, 1.697, 0.998, 5606, 1
KOI-196, Cygnus,  14.50, 2378, G5V, 0.945, 0.966, 5664, 1
Kepler-12, Cygnus,  13.41, 3122, G0IV, 1.166, 1.483, 5947, 1
16CygniB, Cygnus,  6.20, 69, G3V, 1.269, 0.981, 5766, 1
WASP-67, Sagittarius,  12.51, 734, K0V, 0.866, 0.866, 5219, 1
Kepler-15, Cygnus,  13.79, 1863, G6V, 1.018, 0.992, 5595, 1
KOI-55, Cygnus,  14.87, 13640, B4VI, 0.496, 0.203, 27733, 2
Kepler-34, Cygnus,  15.25, 4888, G0V, 2.069, 1.103, 5913, 1
HD187123, Cygnus,  7.83, 157, G5V, 1.056, 1.165, 5714, 2
KOI-428, Cygnus,  14.76, 8922, F5IV, 1.483, 2.231, 6510, 1
Kepler-6, Cygnus,  13.83, 2522, G4V, 1.209, 1.391, 5647, 1
Kepler-11, Cygnus,  13.69, 1999, G4V, 0.954, 1.102, 5681, 6
HD187085, Sagittarius,  7.22, 144, G0V, 1.217, 1.435, 6011, 1
HAT-P-11, Cygnus,  9.59, 119, K4V, 0.807, 0.754, 4776, 1
Kepler-32, Cygnus,  15.68, 3273, M1V, 0.584, 0.533, 3910, 2
HD188015, Vulpecula,  8.22, 186, G5IV, 1.089, 1.101, 5520, 1
Kepler-18, Cygnus,  14.18, 2326, G8V, 0.972, 1.108, 5383, 3
KOI-730, Cygnus,  14.87, 3469, G5V, 1.070, 1.104, 5593, 4
Kepler-29, Cygnus,  15.50, 5981, G2V, 1.001, 0.955, 5756, 2
Kepler-17, Cygnus,  13.99, 2287, G5V, 1.061, 1.019, 5633, 1
XiAquilae, Aquila,  4.72, 184, G9IIIb, 2.233, 11.945, 4750, 1
Kepler-5, Cygnus,  13.89, 4167, F8V, 1.374, 1.793, 6297, 1
KOI-204, Cygnus,  14.98, 7277, G2IV, 1.188, 1.521, 5757, 1
HD189733, Vulpecula,  7.68, 63, K1V, 0.800, 0.753, 4954, 1
Gliese777, Cygnus,  5.71, 52, G6IV, 1.037, 2.348, 5588, 2
HD189567, Pavo,  6.07, 58, G2V, 1.039, 1.082, 5756, 1
HD190647, Sagittarius,  7.78, 187, G5V, 1.101, 1.155, 5628, 1
HD190984, Pavo,  8.73, 598, F8V, 0.911, 1.527, 5988, 1
HAT-P-34, Sagitta,  10.16, 840, F7V, 1.392, 1.535, 6442, 1
Qatar-1, Draco,  12.84, 678, K3V, 0.852, 0.823, 4861, 1
HD192263, Aquila,  7.79, 63, K2V, 0.814, 0.748, 4965, 1
Gliese785, Capricornus,  5.72, 29, K1V, 0.778, 0.684, 5144, 2
HD192699, Aquila,  6.45, 214, G8IV, 1.680, 4.255, 5220, 1
TrES-5, Cygnus,  13.72, 1173, K0V, 0.893, 0.866, 5171, 1
HAT-P-23, Delphinus,  11.94, 1283, G5V, 1.131, 1.199, 5905, 1
HD195019A, Delphinus,  6.91, 126, G3IV-V, 1.056, 1.377, 5842, 1
WASP-2, Delphinus,  11.98, 3421, K1V, 0.844, 0.834, 5246, 1
HD196050, Pavo,  7.59, 163, G3V, 1.064, 1.286, 5874, 1
HD197037, Cygnus,  6.81, 105, F7V, 1.113, 1.062, 6142, 1
HD196885A, Delphinus,  6.40, 109, F8IV, 1.267, 1.354, 5915, 1
WASP-6, Aquarius,  12.36, 1002, G8V, 0.866, 0.913, 5501, 1
WASP-7, Microscopium,  9.51, 455, F5V, 1.276, 1.236, 6386, 1
WASP-12, Auriga,  11.72, 869, G0V, 1.349, 1.565, 6346, 1
18Delphini, Delphinus,  5.52, 246, G6III, 2.265, 8.520, 4975, 1
WASP-11/HAT-P-10, Perseus,  11.90, 291, K3V, 0.823, 0.809, 4979, 1
HD200964, Equuleus,  6.49, 223, K0III, 1.437, 4.302, 5164, 2
HIP104780, Pegasus,  9.66, 158, K2V, 0.863, 0.932, 5008, 1
WASP-46, Phoenix,  12.91, 1344, G6V, 0.956, 0.917, 5621, 1
HD202206, Capricornus,  8.08, 148, G6V, 1.129, 1.019, 5750, 1
WASP-10, Pegasus,  12.50, 298, K5V, 0.712, 0.783, 4675, 1
HD204313, Capricornus,  7.99, 155, G5V, 1.045, 1.053, 5767, 1
HD204941, Capricornus,  8.45, 88, K2V, 0.736, 0.722, 5056, 1
Gliese832, Grus,  8.66, 16.1, M1.5V, 0.446, 0.414, 3759, 1
HD205739, PiscisAustrinus,  8.57, 352, F7V, 1.218, 1.329, 6176, 1
HAT-P-17, Cygnus,  10.54, 295, K0V, 0.857, 0.837, 5246, 2
HD206610, Aquarius,  8.35, 632, K0III, 1.561, 6.076, 4874, 1
WASP-14, Boötes,  9.87, 571, F5V, 1.319, 1.297, 6475, 1
HD208487, Grus,  7.48, 150, G2V, 1.325, 1.147, 5929, 1
WASP-59, Pegasus,  13.40, 1044, K2V, 0.888, 0.902, 4818, 1
HD209458, Pegasus,  7.65, 162, G0V, 1.006, 1.125, 5942, 1
V391Pegasi, Pegasus,  14.57, 4577, sdB, 0.502, 0.231, 29317, 1
WASP-47, Aquarius,  11.91, 667, G9V, 1.085, 1.152, 5372, 1
WASP-15, Hydra,  10.93, 1004, F5V, 1.181, 1.477, 6315, 1
HD210277, Aquarius,  6.63, 70, G0V, 1.090, 1.096, 5532, 1
Gliese849, Aquarius,  10.42, 30, M3.5V, 0.356, 0.522, 3451, 1
HD210702, Pegasus,  5.94, 179, K1IV, 1.855, 4.717, 5010, 1
WASP-52, Grus,  11.47, 963, G5IV, 1.033, 1.015, 5612, 1
HD212771, Aquarius,  7.60, 428, G8IV, 1.155, 4.990, 5121, 1
HD212301, Octans,  7.77, 179, F8V, 1.047, 1.131, 5998, 1
HD213240, Grus,  6.80, 133, G4IV, 1.215, 1.524, 5984, 1
HD215152, Aquarius,  8.13, 70, K0V, 0.916, 0.922, 5140, 2
HD215456, Grus,  6.63, 124, G0.5V, 1.053, 1.021, 5885, 2
HD215497, Tucana,  8.97, 142, K3V, 0.865, 0.850, 4852, 2
HAT-P-8, Pegasus,  10.17, 758, F6.4V, 1.278, 1.576, 6199, 1
Gliese876, Aquarius,  10.17, 15.3, M4V, 0.334, 0.356, 3348, 4
Tau1Gruis, Grus,  6.03, 106, G0IV, 1.250, 2.037, 5767, 1
RhoIndi, Indus,  6.06, 87, G2.5IV, 1.074, 1.101, 5636, 1
HD216770, PiscisAustrinus,  8.10, 116, K1V, 0.912, 1.038, 5248, 1
51Pegasi, Pegasus,  5.49, 51, G2V, 1.111, 1.169, 5793, 1
HAT-P-1, Lacerta,  10.40, 453, G0V, 1.124, 1.154, 5975, 1
HD217107, Pisces,  6.18, 65, G8IV, 1.019, 1.080, 5646, 2
HD217786, Pisces,  7.79, 179, F8V, 1.023, 1.267, 5966, 1
HR8799, Pegasus,  5.96, 129, A5V, 1.472, 1.339, 7429, 4
HD218566, Pisces,  8.63, 93, K3V, 0.854, 0.860, 4820, 1
WASP-21, Pegasus,  11.55, 750, G3V, 1.006, 1.055, 5779, 1
HD240210, Cassiopeia,  8.33, 465, K3III, 1.188, 7.589, 4290, 1
HD240237, Cassiopeia,  8.19, 17396, K2III, 1.688, 31.856, 4361, 1
91Aquarii, Aquarius,  4.21, 150, K0III, 2.534, 8.554, 5248, 1
HD219828, Pegasus,  8.04, 236, G0IV, 1.235, 1.745, 5891, 1
HD220689, Aquarius,  7.77, 145, G3V, 1.103, 1.041, 5728, 1
HD220773, Pegasus,  7.09, 166, F9V, 1.156, 0.974, 5940, 1
14Andromedae, Andromeda,  5.22, 258, G8III, 2.179, 10.625, 4813, 1
HD221287, Tucana,  7.83, 180, F7V, 1.249, 1.339, 6304, 1
WASP-4, Phoenix,  12.60, 850, K2V, 0.949, 0.910, 5493, 1
WASP-28, Pisces,  11.99, 1090, F8V, 1.079, 1.052, 6115, 1
HAT-P-6, Andromeda,  10.54, 649, F7V, 1.289, 1.461, 6571, 1
GammaCephei, Cepheus,  3.23, 46, K2IV, 1.387, 6.196, 4792, 1
HD222582, Aquarius,  7.70, 136, G5V, 0.987, 1.145, 5662, 1
WASP-29, Sculptor,  11.33, 263, K4V, 0.824, 0.846, 4779, 1
WASP-5, Phoenix,  12.26, 970, G4V, 1.024, 1.000, 5714, 1
WASP-8, Sculptor,  9.89, 159, K2V, 0.819, 0.799, 5623, 1
HD224693, Cetus,  8.23, 321, G2IV, 1.328, 1.740, 6037, 1
